Identificador,Nombre,Categoría,Normativa
13396,Viola lactea,Vulnerable,Decreto 23/2012. LAESRPE y Catálogo Andaluz de Especies Amenazadas
7220,Viola palustris subsp. palustris,-,-
11815,Vulpia fontquerana,Vulnerable,Decreto 23/2012. LAESRPE y Catálogo Andaluz de Especies Amenazadas
106439,Wahlenbergia lobelioides subsp. nutabunda,-,-
11501,Wolffia arrhiza,Vulnerable,Decreto 23/2012. LAESRPE y Catálogo Andaluz de Especies Amenazadas
11451,Zannichellia contorta,-,-
11452,Zannichellia obtusifolia,-,-
11453,Zannichellia palustris,-,-
11454,Zannichellia pedunculata,-,-
11455,Zannichellia peltata,-,-
11458,Zostera,-,-
11459,Zostera marina,LAESRPE,Decreto 23/2012. LAESRPE y Catálogo Andaluz de Especies Amenazadas
119671,Zostera noltei,-,-
11460,Zostera noltii,LAESRPE,Decreto 23/2012. LAESRPE y Catálogo Andaluz de Especies Amenazadas
